Continent,Country,Product,Date,Materials,Product,Volume
Oceania,Cook Islands,seeds,2015/06/24,Lst_FABRICS,silk,44.46
Americas,Jamaica,T-shirts,2001/03/08,Lst_OTHER_MATERIALS,asbestos,32.56
Americas,Brazil,Rice,2006/05/08,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,82.61
Africa,Zimbabwe,pullovers ,2019/01/31,Lst_BUILDING_MATERIALS,concrete,84.78
Americas,United States of America,Coffee,2004/05/04,Lst_OTHER_MATERIALS,coal,75.28
Americas,Cuba,seeds,2009/01/29,Lst_OTHER_MATERIALS,steam,97.41
Europe,Belarus,Gold,2018/03/06,Lst_FABRICS,lace,90.59
Americas,Bolivia (Plurinational State of),pullovers ,2009/05/27,Lst_FABRICS,cotton,41.69
Africa,Liberia,copper,2009/08/26,Lst_BUILDING_MATERIALS,cement,80.93
Europe,Moldova (Republic of),Alcohol  ,2001/10/01,Lst_BUILDING_MATERIALS,wood,40.49
Europe,Ukraine,T-shirts,2011/02/18,Lst_METALS,aluminium,91.42
Asia,"Taiwan, Province of China",Chocolate,2002/11/06,Lst_METALS,helium,85.19
Europe,Ukraine,Antibiotics ,2021/02/10,Lst_METALS,carbon dioxide,37.19
Europe,Belgium,aluminium ,2000/08/07,Lst_OTHER_MATERIALS,steam,39.71
Europe,Iceland,bronze  ,2005/07/31,Lst_METALS,mercury,61.96
Oceania,Fiji,mercury,2013/01/23,Lst_OTHER_MATERIALS,cardboard,48.92
Oceania,Guam,Sugar ,2001/02/03,Lst_OTHER_MATERIALS,ash,65.5
Asia,Philippines,magnesium ,2012/01/01,Lst_METALS,METALS,59.66
Oceania,Niue,Chocolate,2014/01/07,Lst_FABRICS,wool,81.67
Americas,Costa Rica,Coffee,2016/12/23,Lst_FABRICS,wool,90.14
Asia,Thailand,fish,2015/03/16,Lst_FABRICS,lace,59.93
Africa,"Tanzania, United Republic of",Sugar ,2017/03/20,Lst_BUILDING_MATERIALS,stone,81.48
Europe,Luxembourg,magnesium ,2021/01/06,Lst_METALS,brass,50.8
Americas,Anguilla,seeds,2011/07/31,Lst_OTHER_MATERIALS,soil,91.09
Oceania,Micronesia (Federated States of),Beans,2006/11/06,Lst_FABRICS,silk,98.96
Europe,Spain,copper,2021/06/01,Lst_METALS,steel,58.33
Europe,Denmark,Chocolate,2004/12/15,Lst_METALS,zinc,33.93
Europe,United Kingdom of Great Britain and Northern Ireland,Caps,2009/11/17,Lst_FABRICS,cotton,93.04
Africa,Algeria,Chocolate,2009/11/06,Lst_FABRICS,wool,41.21
Oceania,American Samoa,Caps,2001/05/05,Lst_OTHER_MATERIALS,chalk,41.77
Oceania,Palau,Corn,2011/06/03,Lst_FABRICS,nylon,54.52
Europe,Latvia,Silver ,2005/12/17,Lst_FABRICS,silk,73.16
Africa,Madagascar,seeds,2010/09/09,Lst_BUILDING_MATERIALS,stone,53.1
Oceania,Tokelau,Jerseys,2018/02/04,Lst_BUILDING_MATERIALS,glass,90.53
Oceania,Guam,Jerseys,2020/12/12,Lst_OTHER_MATERIALS,mud,48.58
Africa,Comoros,Gold,2003/02/22,Lst_FABRICS,FABRICS,67.65
Africa,Angola,bronze  ,2001/05/19,Lst_FABRICS,man-made fibres,78.88
Oceania,Samoa,Rice,2011/03/01,Lst_FABRICS,wool,91.14
Europe,Isle of Man,seeds,2016/08/14,Lst_FABRICS,lace,77.71
Asia,Maldives,T-shirts,2012/02/28,Lst_BUILDING_MATERIALS,plastic,74.86
Oceania,New Zealand,Diamonds,2009/06/02,Lst_METALS,helium,49.98
Asia,Saudi Arabia,safflower,2008/08/18,Lst_BUILDING_MATERIALS,marble,55.4
Asia,Myanmar,fish,2013/01/29,Lst_BUILDING_MATERIALS,sand,92.13
Americas,Cura̤ao,Diamonds,2015/06/19,Lst_OTHER_MATERIALS,clay,53.24
Asia,Kazakhstan,Sugar ,2014/04/15,Lst_METALS,oxygen,50.3
Americas,El Salvador,safflower,2008/11/20,Lst_METALS,mercury,35.41
Oceania,Wallis and Futuna,mercury,2012/02/27,Lst_BUILDING_MATERIALS,slate,60.43
Oceania,American Samoa,mercury,2006/09/19,Lst_METALS,gold,85.02
Americas,Saint Vincent and the Grenadines,pullovers ,2012/09/12,Lst_OTHER_MATERIALS,water,77.73
Americas,Venezuela (Bolivarian Republic of),Jerseys,2007/06/11,Lst_OTHER_MATERIALS,OTHER MATERIALS,66.91
Europe,Germany,Sugar ,2008/09/08,Lst_BUILDING_MATERIALS,glass,78.62
Africa,Guinea,Palm oil,2019/02/21,Lst_OTHER_MATERIALS,ice,90.88
Europe,Montenegro,copper,2017/09/20,Lst_OTHER_MATERIALS,paper,78.74
Americas,Trinidad and Tobago,Caps,2010/07/29,Lst_FABRICS,leather,60.76
Asia,Lao People s Democratic Republic,Caps,2002/04/30,Lst_FABRICS,nylon,78.68
Oceania,Norfolk Island,magnesium ,2015/12/19,Lst_BUILDING_MATERIALS,wood,68.99
Africa,South Sudan,Coffee,2012/11/28,Lst_METALS,GASES,57.19
Asia,Bangladesh,pullovers ,2005/06/14,Lst_OTHER_MATERIALS,asbestos,69.26
Americas,Bolivia (Plurinational State of),fish,2002/09/07,Lst_FABRICS,leather,60.97
Oceania,Marshall Islands,Antibiotics ,2018/03/14,Lst_FABRICS,cloth,34.97
Europe,Croatia,Jerseys,2020/08/13,Lst_FABRICS,cotton,97.49
Asia,China,Alcohol  ,2010/01/26,Lst_METALS,mercury,61.75
Africa,Eritrea,Sugar ,2004/06/30,Lst_FABRICS,lace,97.57
Africa,Libya,T-shirts,2018/08/16,Lst_FABRICS,cloth,31.13
Oceania,Fiji,Provitamins,2018/01/27,Lst_METALS,aluminium,60.67
Oceania,Nauru,seeds,2020/12/05,Lst_METALS,nickel,62.96
Europe,Belarus,bronze  ,2016/12/16,Lst_OTHER_MATERIALS,petrol,93.29
Europe,Croatia,Antibiotics ,2011/12/28,Lst_METALS,hydrogen,87.45
Africa,"Saint Helena, Ascension and Tristan da Cunha",Silver ,2020/01/14,Lst_FABRICS,man-made fibres,69.56
Oceania,Palau,Chocolate,2005/06/11,Lst_FABRICS,FABRICS,77.4
Asia,Lebanon,Provitamins,2011/08/16,Lst_METALS,iron,98.17
Africa,Guinea-Bissau,fish,2003/11/15,Lst_METALS,GASES,76.38
Africa,Zambia,Corn,2006/01/23,Lst_BUILDING_MATERIALS,plastic,32.84
Americas,Turks and Caicos Islands,Cocoa beans,2006/05/26,Lst_FABRICS,FABRICS,64.6
Americas,Bahamas,magnesium ,2015/11/23,Lst_METALS,nickel,39.53
Asia,Tajikistan,Jerseys,2004/10/07,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,36.07
Oceania,Niue,Gold,2020/06/27,Lst_BUILDING_MATERIALS,sand,73.24
Oceania,Papua New Guinea,Bananas,2016/07/31,Lst_BUILDING_MATERIALS,sand,38.68
Americas,Paraguay,Coffee,2014/02/02,Lst_FABRICS,wool,41.56
Oceania,American Samoa,Sugar ,2018/11/27,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,61.73
Asia,"Taiwan, Province of China",bronze  ,2013/04/14,Lst_BUILDING_MATERIALS,metal,68.64
Americas,Colombia,Sugar ,2005/11/04,Lst_FABRICS,linen,87.04
Oceania,Palau,Diamonds,2017/04/10,Lst_FABRICS,wool,84.62
Americas,Chile,Bananas,2011/10/08,Lst_OTHER_MATERIALS,petrol,37.64
Americas,Saint Martin (French part),bronze  ,2015/04/17,Lst_FABRICS,lace,78.66
Asia,Maldives,Bananas,2019/04/03,Lst_METALS,tin,72.67
Europe,Norway,Rice,2007/08/22,Lst_BUILDING_MATERIALS,cement,35.55
Asia,Japan,Palm oil,2008/01/06,Lst_FABRICS,man-made fibres,66.59
Americas,Dominica,safflower,2014/07/12,Lst_OTHER_MATERIALS,chalk,60.32
Americas,Venezuela (Bolivarian Republic of),fish,2015/11/29,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,84.73
Africa,Congo (Democratic Republic of the),Cocoa beans,2015/06/11,Lst_BUILDING_MATERIALS,marble,41.96
Asia,Pakistan,Bananas,2010/02/24,Lst_OTHER_MATERIALS,paper,90.16
Oceania,Papua New Guinea,mercury,2010/10/16,Lst_METALS,magnesium,90.3
Asia,Turkey,Gold,2014/09/15,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,84.19
Oceania,Northern Mariana Islands,bronze  ,2003/08/29,Lst_FABRICS,cotton,77.7
Oceania,American Samoa,magnesium ,2013/01/02,Lst_OTHER_MATERIALS,dust,56.87
Africa,Nigeria,Rice,2010/12/04,Lst_METALS,nitrogen,54.09
Oceania,Guam,fish,2009/04/07,Lst_OTHER_MATERIALS,ice,36.52
Americas,Suriname,Alcohol  ,2001/03/06,Lst_BUILDING_MATERIALS,stone,32.25
Asia,Timor-Leste,Provitamins,2000/10/09,Lst_METALS,uranium,66.84
Americas,Chile,Cocoa beans,2015/09/16,Lst_FABRICS,lace,91.07
Oceania,Fiji,uranium,2007/02/27,Lst_FABRICS,cloth,88.88
Africa,Malawi,pullovers ,2016/07/16,Lst_OTHER_MATERIALS,fibreglass,69.18
Oceania,Pitcairn,copper,2020/10/10,Lst_BUILDING_MATERIALS,brick,94.65
Europe,Montenegro,Antibiotics ,2015/09/18,Lst_OTHER_MATERIALS,rubber,70.45
Oceania,Solomon Islands,Alcohol  ,2016/01/16,Lst_BUILDING_MATERIALS,slate,56.41
Europe,Poland,Antibiotics ,2012/10/25,Lst_BUILDING_MATERIALS,glass,37.57
Africa,Gambia,Cocoa beans,2000/06/07,Lst_FABRICS,linen,48.78
Americas,Mexico,uranium,2011/01/01,Lst_FABRICS,linen,81.98
Americas,Colombia,Alcohol  ,2010/02/07,Lst_OTHER_MATERIALS,petrol,48.3
Americas,United States of America,fish,2003/01/30,Lst_METALS,mercury,87.37
Oceania,Australia,Gold,2001/08/31,Lst_METALS,silver,77.79
Asia,Sri Lanka,Chocolate,2019/03/27,Lst_METALS,uranium,39.83
Europe,Austria,iron,2000/04/20,Lst_METALS,tin,56.94
Americas,Puerto Rico,uranium,2004/04/04,Lst_OTHER_MATERIALS,petrol,68.6
Europe,Netherlands,uranium,2016/09/15,Lst_BUILDING_MATERIALS,plastic,60.79
Asia,Lebanon,Rice,2003/01/03,Lst_OTHER_MATERIALS,rubber,48.65
Europe,Moldova (Republic of),Corn,2017/04/27,Lst_OTHER_MATERIALS,chalk,48.52
Europe,Latvia,Alcohol  ,2006/10/06,Lst_BUILDING_MATERIALS,brick,36.31
Americas,Sint Maarten (Dutch part),copper,2005/07/17,Lst_BUILDING_MATERIALS,sand,35.91
Asia,Mongolia,fish,2013/05/19,Lst_BUILDING_MATERIALS,slate,97.31
Africa,Gabon,pullovers ,2019/07/03,Lst_FABRICS,leather,99.54
Asia,Kyrgyzstan,Provitamins,2010/10/17,Lst_BUILDING_MATERIALS,stone,47.99
Europe,Lithuania,copper,2010/05/25,Lst_OTHER_MATERIALS,smoke,60.69
Europe,Austria,T-shirts,2012/07/01,Lst_OTHER_MATERIALS,clay,77.76
Americas,Greenland,Coffee,2008/11/01,Lst_FABRICS,cloth,89.58
Europe,Poland,T-shirts,2010/09/25,Lst_FABRICS,wool,32.87
Americas,Bolivia (Plurinational State of),Jerseys,2014/08/09,Lst_FABRICS,cloth,76.68
Asia,Lao People s Democratic Republic,Gold,2016/01/25,Lst_METALS,silver,74.47
Asia,Azerbaijan,Antibiotics ,2002/08/10,Lst_BUILDING_MATERIALS,brick,69.65
Asia,Saudi Arabia,copper,2020/12/27,Lst_METALS,uranium,86.76
Oceania,Tuvalu,pullovers ,2014/12/27,Lst_FABRICS,cloth,63.19
Africa,Algeria,Jewelry,2003/08/16,Lst_OTHER_MATERIALS,cardboard,55.33
Americas,Puerto Rico,copper,2005/11/06,Lst_OTHER_MATERIALS,asbestos,36.8
Americas,Honduras,fish,2020/11/30,Lst_BUILDING_MATERIALS,stone,95.81
Americas,Cuba,Cocoa beans,2010/11/13,Lst_FABRICS,cotton,83.55
Oceania,Niue,Meat,2000/08/30,Lst_BUILDING_MATERIALS,metal,55.88
Africa,Angola,Antibiotics ,2016/06/29,Lst_FABRICS,nylon,80.0
Africa,Sao Tome and Principe,bronze  ,2002/05/28,Lst_BUILDING_MATERIALS,wood,65.44
Americas,Suriname,iron,2004/08/16,Lst_BUILDING_MATERIALS,marble,31.27
Asia,India,fish,2002/11/25,Lst_FABRICS,cloth,45.47
Africa,Mozambique,copper,2012/06/14,Lst_BUILDING_MATERIALS,marble,83.79
Africa,Kenya,mercury,2008/06/15,Lst_METALS,magnesium,83.54
Asia,Timor-Leste,Silver ,2005/12/08,Lst_OTHER_MATERIALS,fibreglass,59.1
Oceania,New Zealand,Diamonds,2006/02/23,Lst_BUILDING_MATERIALS,marble,71.72
Americas,Costa Rica,Beans,2013/12/27,Lst_BUILDING_MATERIALS,cement,69.58
Asia,Brunei Darussalam,safflower,2021/01/10,Lst_METALS,GASES,46.6
Europe,Denmark,Provitamins,2009/09/20,Lst_BUILDING_MATERIALS,glass,76.06
Africa,Uganda,Beans,2006/10/12,Lst_OTHER_MATERIALS,gas,61.41
Africa,Chad,Meat,2008/10/15,Lst_OTHER_MATERIALS,mud,54.95
Europe,United Kingdom of Great Britain and Northern Ireland,Jewelry,2017/01/25,Lst_BUILDING_MATERIALS,cement,69.9
Oceania,New Caledonia,bronze  ,2009/11/13,Lst_OTHER_MATERIALS,cardboard,49.85
Asia,Cyprus,magnesium ,2002/05/13,Lst_OTHER_MATERIALS,smoke,59.58
Asia,"Taiwan, Province of China",Cocoa beans,2018/10/15,Lst_OTHER_MATERIALS,petrol,49.67
Asia,India,Silver ,2013/11/14,Lst_BUILDING_MATERIALS,marble,71.14
Oceania,Australia,Gold,2018/10/04,Lst_FABRICS,silk,62.69
Asia,Korea (Democratic Peoples Republic of),seeds,2001/11/21,Lst_FABRICS,man-made fibres,86.41
Oceania,Norfolk Island,Corn,2005/08/01,Lst_METALS,silver,80.67
Americas,Virgin Islands (British),fish,2012/05/16,Lst_METALS,alloy,71.67
Asia,Hong Kong,T-shirts,2002/09/21,Lst_OTHER_MATERIALS,petrol,83.67
Europe,Andorra,seeds,2000/03/15,Lst_FABRICS,man-made fibres,93.1
Americas,Mexico,safflower,2000/08/20,Lst_OTHER_MATERIALS,cardboard,39.14
Asia,Nepal,Beans,2007/11/18,Lst_OTHER_MATERIALS,soil,37.69
Oceania,Northern Mariana Islands,copper,2013/08/30,Lst_FABRICS,leather,97.02
Americas,United States of America,Gold,2003/11/04,Lst_FABRICS,lace,74.18
Europe,Greece,uranium,2008/10/09,Lst_FABRICS,polyester,78.03
Europe,Iceland,Coffee,2003/08/25,Lst_OTHER_MATERIALS,soil,48.81
Europe,Malta,fish,2010/01/23,Lst_BUILDING_MATERIALS,slate,93.62
Asia,Afghanistan,Corn,2006/12/29,Lst_FABRICS,lace,59.29
Europe,Isle of Man,safflower,2002/03/23,Lst_METALS,copper,73.93
Oceania,Tokelau,fish,2007/01/25,Lst_BUILDING_MATERIALS,cement,51.81
Africa,Congo (Democratic Republic of the),Antibiotics ,2020/09/22,Lst_BUILDING_MATERIALS,plastic,81.09
Asia,Japan,uranium,2002/03/07,Lst_METALS,copper,52.59
Americas,Argentina,safflower,2005/06/17,Lst_METALS,bronze,96.48
Asia,Viet Nam,magnesium ,2001/02/14,Lst_METALS,brass,80.2
Americas,Grenada,fish,2015/01/07,Lst_FABRICS,FABRICS,83.97
Asia,United Arab Emirates,Silver ,2018/02/02,Lst_METALS,nickel,60.59
Europe,Macedonia (the former Yugoslav Republic of),Caps,2021/10/26,Lst_BUILDING_MATERIALS,metal,69.73
Asia,Azerbaijan,Sugar ,2012/10/22,Lst_BUILDING_MATERIALS,slate,36.78
Africa,Gabon,uranium,2004/04/16,Lst_METALS,tin,71.92
Americas,Saint Kitts and Nevis,Cocoa beans,2012/08/12,Lst_FABRICS,cotton,45.63
Asia,United Arab Emirates,Diamonds,2001/07/19,Lst_OTHER_MATERIALS,steam,76.46
Europe,Macedonia (the former Yugoslav Republic of),Sugar ,2007/10/05,Lst_FABRICS,leather,41.28
Americas,Virgin Islands (U.S.),Sugar ,2001/08/03,Lst_METALS,zinc,40.09
Americas,Suriname,Cocoa beans,2007/04/17,Lst_METALS,gold,51.01
Oceania,Palau,Jewelry,2010/08/01,Lst_BUILDING_MATERIALS,gravel,64.01
Europe,Jersey,Jerseys,2007/02/19,Lst_OTHER_MATERIALS,steam,83.16
Africa,Botswana,Palm oil,2009/03/29,Lst_METALS,carbon dioxide,78.75
Asia,Qatar,Coffee,2015/09/17,Lst_BUILDING_MATERIALS,brick,82.51
Asia,Jordan,T-shirts,2014/12/21,Lst_METALS,METALS,94.17
Europe,Belarus,Coffee,2014/01/13,Lst_METALS,hydrogen,56.47
Oceania,Solomon Islands,copper,2005/12/19,Lst_OTHER_MATERIALS,asbestos,70.26
Americas,Cuba,Beans,2016/09/09,Lst_OTHER_MATERIALS,dust,51.12
Asia,Korea (Republic of),Rice,2005/09/12,Lst_METALS,bronze,33.25
Africa,Algeria,Diamonds,2007/04/19,Lst_METALS,helium,36.88
Oceania,Guam,bronze  ,2014/11/28,Lst_OTHER_MATERIALS,coal,59.22
Europe,Liechtenstein,Jerseys,2009/03/04,Lst_FABRICS,linen,68.36
Americas,Peru,Cocoa beans,2013/01/29,Lst_OTHER_MATERIALS,petrol,40.63
Africa,Seychelles,Rice,2019/08/20,Lst_METALS,alloy,78.94
Africa,Ethiopia,Jerseys,2015/01/31,Lst_METALS,zinc,39.04
Asia,Brunei Darussalam,Jewelry,2012/06/29,Lst_BUILDING_MATERIALS,brick,35.86
Europe,Estonia,aluminium ,2008/09/23,Lst_FABRICS,linen,79.89
Asia,Maldives,Corn,2011/03/18,Lst_OTHER_MATERIALS,OTHER MATERIALS,62.78
Asia,Qatar,Coffee,2010/07/31,Lst_FABRICS,man-made fibres,50.25
Americas,Dominica,Jewelry,2005/05/06,Lst_FABRICS,wool,31.62
Asia,Lebanon,seeds,2003/07/01,Lst_FABRICS,FABRICS,87.62
Oceania,Guam,Coffee,2003/04/06,Lst_OTHER_MATERIALS,gas,45.69
Europe,Poland,pullovers ,2009/12/22,Lst_METALS,mercury,40.91
Americas,Bermuda,Jerseys,2001/05/18,Lst_FABRICS,polyester,60.91
Oceania,Marshall Islands,Antibiotics ,2015/07/14,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,89.74
Asia,Mongolia,safflower,2013/10/12,Lst_OTHER_MATERIALS,rubber,82.46
Africa,Namibia,aluminium ,2018/05/13,Lst_BUILDING_MATERIALS,stone,49.38
Americas,Honduras,pullovers ,2003/06/23,Lst_METALS,aluminium,89.83
Asia,Maldives,mercury,2001/07/21,Lst_OTHER_MATERIALS,cardboard,65.22
Africa,Mozambique,fish,2021/01/28,Lst_FABRICS,man-made fibres,99.13
Europe,France,Rice,2007/09/03,Lst_FABRICS,polyester,46.54
Americas,United States of America,safflower,2017/08/10,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,77.23
Oceania,New Caledonia,Jewelry,2001/03/14,Lst_BUILDING_MATERIALS,concrete,53.56
Oceania,Micronesia (Federated States of),iron,2011/01/25,Lst_METALS,carbon dioxide,86.97
Americas,Argentina,Diamonds,2010/06/21,Lst_FABRICS,leather,53.85
Americas,Uruguay,Diamonds,2012/03/10,Lst_BUILDING_MATERIALS,gravel,70.78
Asia,Korea (Republic of),magnesium ,2004/05/13,Lst_FABRICS,silk,60.33
Oceania,Northern Mariana Islands,Gold,2016/01/22,Lst_FABRICS,FABRICS,43.16
Asia,Hong Kong,Meat,2012/08/25,Lst_METALS,silver,81.45
Africa,Ethiopia,aluminium ,2015/09/03,Lst_FABRICS,cloth,39.79
Africa,Libya,Cocoa beans,2009/07/19,Lst_FABRICS,FABRICS,65.38
Africa,C̫te d Ivoire,bronze  ,2017/09/12,Lst_METALS,iron,39.67
Oceania,New Zealand,Diamonds,2005/03/12,Lst_FABRICS,cloth,43.87
Africa,Guinea,magnesium ,2019/10/16,Lst_METALS,aluminium,75.51
Europe,Moldova (Republic of),Meat,2004/03/11,Lst_FABRICS,FABRICS,71.69
Europe,Slovenia,Coffee,2013/02/27,Lst_OTHER_MATERIALS,water,71.06
Oceania,Marshall Islands,mercury,2016/09/03,Lst_FABRICS,leather,38.38
Oceania,New Caledonia,Meat,2019/02/21,Lst_OTHER_MATERIALS,coal,32.45
Africa,Comoros,Beans,2017/05/13,Lst_BUILDING_MATERIALS,brick,33.65
Africa,Algeria,Jewelry,2014/08/05,Lst_OTHER_MATERIALS,charcoal,39.31
Africa,Somalia,safflower,2011/12/01,Lst_BUILDING_MATERIALS,sand,30.93
Americas,Nicaragua,T-shirts,2010/01/07,Lst_BUILDING_MATERIALS,gravel,31.66
Americas,Suriname,Diamonds,2015/12/11,Lst_METALS,copper,53.54
Africa,Mauritius,Caps,2004/02/29,Lst_BUILDING_MATERIALS,concrete,76.13
Africa,Mauritius,fish,2007/07/23,Lst_OTHER_MATERIALS,fibreglass,86.67
Americas,Ecuador,Caps,2010/03/19,Lst_OTHER_MATERIALS,rubber,51.92
Oceania,Papua New Guinea,safflower,2006/09/07,Lst_BUILDING_MATERIALS,glass,31.34
Asia,Tajikistan,magnesium ,2010/02/04,Lst_METALS,uranium,95.16
Europe,Switzerland,iron,2010/02/13,Lst_FABRICS,wool,59.6
Americas,Peru,Silver ,2004/05/11,Lst_METALS,aluminium,48.18
Africa,Sudan,Caps,2015/12/27,Lst_OTHER_MATERIALS,asbestos,54.73
Africa,Morocco,Caps,2019/08/27,Lst_METALS,METALS,90.44
Europe,Switzerland,Alcohol  ,2012/01/03,Lst_METALS,mercury,85.62
Africa,Mauritius,safflower,2018/09/28,Lst_FABRICS,lace,82.44
Africa,Djibouti,Diamonds,2015/05/24,Lst_OTHER_MATERIALS,chalk,58.36
Europe,Lithuania,Diamonds,2011/03/27,Lst_FABRICS,nylon,84.76
Asia,Mongolia,Corn,2010/10/29,Lst_METALS,aluminium,45.65
Europe,Austria,Rice,2005/01/23,Lst_BUILDING_MATERIALS,gravel,72.27
Americas,Nicaragua,Corn,2019/03/15,Lst_OTHER_MATERIALS,ash,80.63
Americas,French Guiana,safflower,2013/09/10,Lst_FABRICS,wool,40.73
Asia,Japan,mercury,2002/09/13,Lst_BUILDING_MATERIALS,stone,51.0
Americas,Uruguay,Jerseys,2016/04/19,Lst_METALS,aluminium,73.5
Africa,Sudan,Meat,2020/04/13,Lst_METALS,helium,65.3
Americas,Honduras,Cocoa beans,2018/02/23,Lst_METALS,alloy,79.88
Europe,Jersey,aluminium ,2016/05/13,Lst_METALS,gold,73.31
Americas,Greenland,pullovers ,2003/08/01,Lst_METALS,steel,56.54
Africa,Botswana,Palm oil,2006/10/15,Lst_METALS,lead,49.36
Europe,France,aluminium ,2019/01/25,Lst_FABRICS,man-made fibres,58.34
Africa,Liberia,fish,2021/10/28,Lst_OTHER_MATERIALS,steam,57.09
Oceania,Samoa,safflower,2003/02/24,Lst_METALS,METALS,39.34
Africa,Sao Tome and Principe,Alcohol  ,2021/06/27,Lst_BUILDING_MATERIALS,brick,76.6
Oceania,Tonga,uranium,2012/09/25,Lst_BUILDING_MATERIALS,gravel,97.04
Africa,Ethiopia,Antibiotics ,2014/10/26,Lst_FABRICS,nylon,69.72
Asia,Nepal,Chocolate,2014/07/31,Lst_OTHER_MATERIALS,ash,59.23
Europe,Ukraine,Jewelry,2011/08/31,Lst_BUILDING_MATERIALS,concrete,30.76
Asia,Japan,Cocoa beans,2010/03/20,Lst_BUILDING_MATERIALS,marble,35.41
Europe,Latvia,mercury,2001/01/10,Lst_FABRICS,leather,72.44
Africa,Somalia,safflower,2019/06/02,Lst_OTHER_MATERIALS,soil,59.07
Europe,Germany,copper,2003/11/04,Lst_METALS,platinum,43.29
Europe,Jersey,Diamonds,2020/11/27,Lst_OTHER_MATERIALS,rubber,81.02
Americas,Montserrat,uranium,2001/04/25,Lst_FABRICS,man-made fibres,79.58
Europe,Austria,Jerseys,2001/05/10,Lst_FABRICS,linen,86.26
Oceania,Guam,Jewelry,2005/06/19,Lst_OTHER_MATERIALS,water,45.71
Americas,Bermuda,safflower,2021/07/18,Lst_BUILDING_MATERIALS,plastic,65.62
Europe,Isle of Man,Diamonds,2005/09/15,Lst_FABRICS,wool,91.18
Europe,Liechtenstein,iron,2005/05/03,Lst_METALS,nickel,56.78
Americas,Suriname,bronze  ,2010/09/27,Lst_OTHER_MATERIALS,paper,34.44
Americas,Saint Pierre and Miquelon,aluminium ,2012/12/17,Lst_FABRICS,linen,45.69
Europe,San Marino,Alcohol  ,2016/08/03,Lst_FABRICS,cloth,83.75
Americas,Uruguay,pullovers ,2013/02/03,Lst_FABRICS,cotton,40.58
