Continent,Country,Product,Date,Materials,Product,Volume
Europe,Denmark,Jerseys,2016/12/12,Lst_METALS,platinum,95.0
Asia,Azerbaijan,aluminium ,2017/06/02,Lst_BUILDING_MATERIALS,wood,30.4
Africa,South Africa,pullovers ,2008/07/13,Lst_OTHER_MATERIALS,ash,80.01
Europe,San Marino,Alcohol  ,2014/06/11,Lst_METALS,aluminium,55.87
Africa,Sao Tome and Principe,Gold,2006/11/02,Lst_BUILDING_MATERIALS,gravel,80.23
Europe,Poland,copper,2006/04/30,Lst_BUILDING_MATERIALS,marble,91.77
Oceania,French Polynesia,Beans,2004/12/31,Lst_METALS,iron,68.78
Asia,Oman,uranium,2000/09/01,Lst_BUILDING_MATERIALS,marble,77.89
Americas,Guatemala,Caps,2003/09/20,Lst_FABRICS,polyester,77.64
Asia,Maldives,T-shirts,2011/06/09,Lst_OTHER_MATERIALS,dust,89.55
Oceania,French Polynesia,Antibiotics ,2007/05/21,Lst_OTHER_MATERIALS,smoke,50.95
Europe,Serbia,Cocoa beans,2018/05/18,Lst_OTHER_MATERIALS,paraffin,89.03
Asia,Thailand,pullovers ,2016/01/16,Lst_METALS,alloy,45.63
Africa,Cameroon,Alcohol  ,2003/08/28,Lst_BUILDING_MATERIALS,metal,30.64
Asia,Thailand,Jewelry,2003/10/16,Lst_METALS,helium,32.32
Oceania,Papua New Guinea,mercury,2006/03/23,Lst_FABRICS,nylon,77.64
Oceania,French Polynesia,Silver ,2017/12/15,Lst_OTHER_MATERIALS,fibreglass,92.56
Oceania,Kiribati,Gold,2016/03/04,Lst_BUILDING_MATERIALS,slate,63.98
Oceania,Papua New Guinea,magnesium ,2004/02/04,Lst_FABRICS,cloth,60.03
Oceania,Kiribati,Sugar ,2018/02/14,Lst_FABRICS,wool,86.1
Africa,Congo,fish,2007/07/03,Lst_BUILDING_MATERIALS,stone,95.79
Americas,Guatemala,Antibiotics ,2015/02/20,Lst_FABRICS,linen,78.93
Africa,South Sudan,mercury,2009/03/02,Lst_BUILDING_MATERIALS,slate,36.4
Oceania,New Zealand,Gold,2013/09/12,Lst_OTHER_MATERIALS,oil,54.89
Oceania,Palau,safflower,2016/09/13,Lst_OTHER_MATERIALS,gas,97.35
Asia,Syrian Arab Republic,iron,2017/07/18,Lst_FABRICS,cloth,89.32
Oceania,Niue,Corn,2010/06/08,Lst_FABRICS,polyester,98.79
Europe,France,bronze  ,2013/07/13,Lst_FABRICS,cloth,52.01
Asia,Turkmenistan,Diamonds,2012/03/31,Lst_FABRICS,FABRICS,88.83
Europe,Moldova (Republic of),Antibiotics ,2008/02/05,Lst_BUILDING_MATERIALS,marble,85.23
Americas,Sint Maarten (Dutch part),aluminium ,2006/02/28,Lst_METALS,gold,37.54
Americas,Greenland,Beans,2002/10/23,Lst_METALS,bronze,48.06
Europe,Isle of Man,Bananas,2000/04/14,Lst_OTHER_MATERIALS,ash,69.62
Africa,Somalia,copper,2020/12/29,Lst_OTHER_MATERIALS,OTHER MATERIALS,97.34
Oceania,New Caledonia,Corn,2005/11/12,Lst_OTHER_MATERIALS,dust,46.7
Africa,Ethiopia,Gold,2011/02/20,Lst_OTHER_MATERIALS,gas,69.38
Asia,Nepal,Jerseys,2016/12/15,Lst_BUILDING_MATERIALS,slate,98.82
Asia,Japan,Coffee,2013/04/23,Lst_FABRICS,FABRICS,50.48
Africa,Sudan,Sugar ,2002/08/23,Lst_FABRICS,linen,62.06
Europe,Lithuania,mercury,2003/12/24,Lst_FABRICS,cotton,61.12
Asia,Yemen,Jerseys,2012/04/14,Lst_OTHER_MATERIALS,cardboard,78.07
Africa,Lesotho,pullovers ,2007/04/01,Lst_FABRICS,cotton,35.41
Oceania,Wallis and Futuna,bronze  ,2002/04/14,Lst_FABRICS,leather,89.43
Oceania,Niue,iron,2008/12/09,Lst_OTHER_MATERIALS,ice,38.36
Americas,Puerto Rico,copper,2021/12/09,Lst_OTHER_MATERIALS,charcoal,48.13
Oceania,American Samoa,Cocoa beans,2013/01/06,Lst_OTHER_MATERIALS,charcoal,70.32
Oceania,Vanuatu,mercury,2001/10/08,Lst_BUILDING_MATERIALS,sand,46.34
Europe,Serbia,Corn,2011/03/28,Lst_OTHER_MATERIALS,OTHER MATERIALS,32.59
Asia,Kyrgyzstan,copper,2019/12/19,Lst_OTHER_MATERIALS,soil,30.48
Europe,Netherlands,Provitamins,2013/05/24,Lst_FABRICS,linen,38.68
Africa,Uganda,pullovers ,2001/03/09,Lst_FABRICS,silk,67.85
Americas,Turks and Caicos Islands,Jerseys,2006/12/17,Lst_BUILDING_MATERIALS,plastic,81.76
Africa,Central African Republic,Caps,2003/06/15,Lst_BUILDING_MATERIALS,glass,61.77
Oceania,Guam,seeds,2011/11/25,Lst_FABRICS,cloth,42.23
Americas,Saint BarthÃ©lemy,iron,2005/05/27,Lst_FABRICS,nylon,95.62
Europe,Ireland,T-shirts,2003/01/31,Lst_METALS,steel,95.07
Oceania,Fiji,Rice,2018/06/10,Lst_BUILDING_MATERIALS,slate,88.63
Africa,Swaziland,Jewelry,2014/12/14,Lst_METALS,carbon dioxide,41.55
Europe,Hungary,T-shirts,2019/05/02,Lst_BUILDING_MATERIALS,metal,77.25
Asia,Bangladesh,copper,2015/01/13,Lst_OTHER_MATERIALS,coal,95.33
Oceania,Cook Islands,mercury,2005/10/12,Lst_METALS,copper,59.3
Africa,Niger,uranium,2009/01/31,Lst_BUILDING_MATERIALS,slate,96.52
Asia,Bahrain,uranium,2012/11/11,Lst_METALS,hydrogen,53.26
Asia,Timor-Leste,copper,2021/06/25,Lst_METALS,oxygen,64.74
Asia,Philippines,seeds,2006/04/20,Lst_BUILDING_MATERIALS,concrete,96.27
Europe,Faroe Islands,Jerseys,2006/06/29,Lst_BUILDING_MATERIALS,brick,59.39
Africa,Morocco,Jewelry,2014/04/18,Lst_FABRICS,man-made fibres,58.64
Americas,Paraguay,safflower,2014/07/21,Lst_OTHER_MATERIALS,cardboard,48.8
Oceania,French Polynesia,Alcohol  ,2002/03/25,Lst_OTHER_MATERIALS,oil,75.87
Africa,Liberia,mercury,2018/12/11,Lst_METALS,aluminium,81.34
Asia,Indonesia,aluminium ,2008/07/13,Lst_FABRICS,linen,57.79
Africa,Morocco,Bananas,2017/07/10,Lst_OTHER_MATERIALS,asbestos,96.29
Africa,Togo,Cocoa beans,2005/02/14,Lst_FABRICS,linen,45.36
Oceania,Australia,Corn,2017/08/18,Lst_METALS,hydrogen,49.93
Oceania,Tokelau,Corn,2017/01/04,Lst_OTHER_MATERIALS,soil,94.26
Asia,Syrian Arab Republic,Beans,2018/11/10,Lst_METALS,mercury,83.52
Oceania,Australia,T-shirts,2017/08/10,Lst_FABRICS,wool,54.23
Oceania,Micronesia (Federated States of),fish,2010/06/04,Lst_METALS,hydrogen,76.75
Europe,Hungary,Beans,2006/12/14,Lst_FABRICS,leather,88.91
Africa,Guinea,Palm oil,2008/09/14,Lst_BUILDING_MATERIALS,metal,75.6
Americas,Saint Pierre and Miquelon,aluminium ,2019/02/24,Lst_METALS,iron,65.04
Oceania,Guam,Corn,2012/08/05,Lst_BUILDING_MATERIALS,brick,96.73
Oceania,Solomon Islands,Diamonds,2018/07/09,Lst_FABRICS,wool,87.99
Europe,Romania,uranium,2010/04/18,Lst_METALS,GASES,49.29
Africa,Senegal,Provitamins,2005/01/28,Lst_OTHER_MATERIALS,ash,61.31
Europe,Liechtenstein,Provitamins,2013/05/06,Lst_METALS,aluminium,35.7
Oceania,New Zealand,Antibiotics ,2015/09/19,Lst_OTHER_MATERIALS,steam,74.06
Europe,Serbia,Coffee,2011/09/12,Lst_BUILDING_MATERIALS,metal,32.21
Oceania,Tonga,uranium,2021/04/18,Lst_FABRICS,cotton,44.41
Asia,Pakistan,Jewelry,2019/05/29,Lst_METALS,lead,48.71
Asia,Pakistan,T-shirts,2017/06/21,Lst_METALS,aluminium,69.64
Africa,Togo,Palm oil,2012/06/16,Lst_BUILDING_MATERIALS,marble,40.27
Oceania,American Samoa,Coffee,2018/03/27,Lst_METALS,alloy,60.15
Americas,Bermuda,safflower,2001/09/12,Lst_OTHER_MATERIALS,mud,43.35
Asia,"Palestine, State of",Bananas,2019/03/20,Lst_METALS,brass,62.1
Europe,Romania,Caps,2018/09/20,Lst_BUILDING_MATERIALS,brick,56.33
Africa,Cabo Verde,Rice,2007/09/02,Lst_OTHER_MATERIALS,smoke,61.26
Americas,Sint Maarten (Dutch part),Provitamins,2006/03/26,Lst_METALS,bronze,73.51
Africa,Zimbabwe,Corn,2003/11/03,Lst_OTHER_MATERIALS,paraffin,85.5
Oceania,American Samoa,pullovers ,2019/01/01,Lst_METALS,nitrogen,91.15
Europe,Holy See,Alcohol  ,2012/06/08,Lst_METALS,iron,93.73
Americas,Belize,Jewelry,2017/07/29,Lst_FABRICS,FABRICS,36.63
Americas,Jamaica,Antibiotics ,2001/01/29,Lst_METALS,copper,79.33
Europe,Liechtenstein,magnesium ,2018/08/02,Lst_OTHER_MATERIALS,charcoal,58.13
Europe,Liechtenstein,Rice,2006/05/23,Lst_METALS,oxygen,77.16
Americas,Grenada,pullovers ,2012/10/21,Lst_OTHER_MATERIALS,soil,93.18
Asia,Kuwait,Coffee,2014/08/12,Lst_FABRICS,man-made fibres,39.01
Asia,Singapore,T-shirts,2019/01/09,Lst_BUILDING_MATERIALS,slate,85.02
Oceania,Vanuatu,T-shirts,2009/12/17,Lst_BUILDING_MATERIALS,cement,68.57
Asia,Myanmar,Cocoa beans,2010/02/24,Lst_FABRICS,silk,70.85
Asia,Brunei Darussalam,iron,2012/03/14,Lst_BUILDING_MATERIALS,wood,47.52
Oceania,Papua New Guinea,seeds,2020/01/25,Lst_BUILDING_MATERIALS,plastic,39.42
Asia,Oman,fish,2001/03/15,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,44.05
Oceania,French Polynesia,iron,2001/11/19,Lst_BUILDING_MATERIALS,glass,30.7
Oceania,Niue,T-shirts,2000/08/21,Lst_METALS,hydrogen,85.57
Africa,Eritrea,iron,2021/03/27,Lst_METALS,nickel,78.17
Asia,Israel,pullovers ,2003/04/01,Lst_BUILDING_MATERIALS,concrete,50.43
Asia,Turkmenistan,bronze  ,2016/08/31,Lst_BUILDING_MATERIALS,metal,38.75
Europe,Greece,Corn,2010/10/03,Lst_METALS,helium,91.52
Asia,Yemen,Antibiotics ,2004/07/18,Lst_BUILDING_MATERIALS,marble,57.81
Africa,RÃ©union,safflower,2004/10/18,Lst_FABRICS,leather,70.64
Africa,Sao Tome and Principe,Provitamins,2017/02/23,Lst_METALS,alloy,58.73
Europe,Estonia,T-shirts,2015/03/02,Lst_OTHER_MATERIALS,chalk,40.51
Africa,Zambia,Alcohol  ,2014/01/28,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,87.79
Europe,Greece,seeds,2002/04/29,Lst_BUILDING_MATERIALS,wood,55.01
Asia,Uzbekistan,seeds,2020/11/06,Lst_OTHER_MATERIALS,charcoal,44.24
Oceania,Kiribati,bronze  ,2000/08/28,Lst_FABRICS,polyester,88.38
Europe,Ukraine,Chocolate,2001/02/20,Lst_OTHER_MATERIALS,ice,95.47
Oceania,Samoa,Palm oil,2008/03/12,Lst_FABRICS,polyester,79.87
Europe,Russian Federation,Meat,2017/07/31,Lst_METALS,bronze,53.76
Europe,Montenegro,Jewelry,2000/07/01,Lst_METALS,brass,39.1
Americas,United States of America,iron,2002/11/29,Lst_BUILDING_MATERIALS,plastic,81.06
Americas,Guadeloupe,Caps,2021/04/04,Lst_BUILDING_MATERIALS,metal,86.09
Asia,Jordan,fish,2006/02/19,Lst_METALS,carbon dioxide,98.12
Africa,Madagascar,Jewelry,2006/11/19,Lst_OTHER_MATERIALS,water,60.49
Oceania,Niue,Meat,2017/03/12,Lst_FABRICS,nylon,70.2
Americas,Martinique,uranium,2018/05/09,Lst_METALS,nickel,67.41
Oceania,Micronesia (Federated States of),pullovers ,2013/06/10,Lst_METALS,helium,54.78
Africa,Madagascar,Rice,2005/11/01,Lst_BUILDING_MATERIALS,metal,38.06
Americas,Peru,Alcohol  ,2011/09/24,Lst_OTHER_MATERIALS,dust,91.88
Americas,Guyana,pullovers ,2000/11/25,Lst_BUILDING_MATERIALS,sand,40.09
Asia,United Arab Emirates,Alcohol  ,2018/11/14,Lst_FABRICS,linen,38.84
Europe,Holy See,Diamonds,2014/03/20,Lst_BUILDING_MATERIALS,wood,95.3
Oceania,Samoa,Caps,2013/08/14,Lst_FABRICS,cloth,88.66
Asia,Azerbaijan,magnesium ,2012/09/30,Lst_FABRICS,FABRICS,84.05
Africa,Libya,Rice,2002/01/31,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,87.44
Asia,Hong Kong,pullovers ,2020/01/13,Lst_FABRICS,cloth,33.67
Americas,Venezuela (Bolivarian Republic of),Jewelry,2017/08/10,Lst_BUILDING_MATERIALS,brick,84.12
Asia,Syrian Arab Republic,Antibiotics ,2018/05/01,Lst_METALS,magnesium,65.05
Europe,Italy,aluminium ,2005/10/09,Lst_METALS,tin,55.01
Africa,Morocco,Corn,2009/03/28,Lst_METALS,carbon dioxide,81.39
Americas,Guyana,Sugar ,2019/02/27,Lst_OTHER_MATERIALS,ice,38.53
Europe,Portugal,Provitamins,2017/03/08,Lst_OTHER_MATERIALS,gas,41.21
Asia,Korea (Republic of),uranium,2021/05/10,Lst_OTHER_MATERIALS,paraffin,58.32
Africa,Tunisia,Gold,2012/11/04,Lst_METALS,oxygen,57.18
Americas,Belize,T-shirts,2010/07/12,Lst_FABRICS,cotton,67.0
Asia,Iran (Islamic Republic of),Meat,2008/06/04,Lst_BUILDING_MATERIALS,slate,41.73
Oceania,Palau,Sugar ,2015/07/29,Lst_FABRICS,cotton,75.28
Europe,Isle of Man,Rice,2001/10/23,Lst_BUILDING_MATERIALS,brick,39.42
Africa,Cabo Verde,Meat,2009/08/03,Lst_FABRICS,leather,97.71
Americas,Dominican Republic,Meat,2015/12/02,Lst_BUILDING_MATERIALS,stone,37.75
Africa,Tunisia,fish,2003/03/06,Lst_BUILDING_MATERIALS,marble,99.39
Asia,Thailand,seeds,2007/09/02,Lst_OTHER_MATERIALS,mud,78.96
Africa,"Saint Helena, Ascension and Tristan da Cunha",safflower,2009/06/24,Lst_OTHER_MATERIALS,steam,73.69
Oceania,Micronesia (Federated States of),Silver ,2014/12/23,Lst_METALS,steel,59.42
Asia,Uzbekistan,Rice,2003/06/23,Lst_FABRICS,silk,76.41
Africa,Uganda,Caps,2004/12/08,Lst_METALS,carbon dioxide,88.3
Americas,Colombia,Caps,2019/02/18,Lst_FABRICS,linen,97.51
Americas,Montserrat,Cocoa beans,2000/03/04,Lst_OTHER_MATERIALS,soil,70.47
Africa,Egypt,copper,2014/09/24,Lst_FABRICS,leather,62.68
Americas,El Salvador,bronze  ,2009/01/06,Lst_OTHER_MATERIALS,oil,50.42
Europe,Portugal,Rice,2011/08/02,Lst_FABRICS,lace,66.73
Asia,United Arab Emirates,Silver ,2007/07/25,Lst_FABRICS,man-made fibres,59.19
Americas,Dominica,Silver ,2009/05/19,Lst_OTHER_MATERIALS,petrol,84.17
Americas,Saint Lucia,Silver ,2004/05/28,Lst_BUILDING_MATERIALS,wood,34.9
Asia,Kuwait,Jerseys,2004/06/23,Lst_FABRICS,leather,63.2
Oceania,Guam,Meat,2021/05/30,Lst_BUILDING_MATERIALS,metal,56.03
Europe,Germany,Jewelry,2017/04/01,Lst_OTHER_MATERIALS,ice,63.57
Oceania,Nauru,Jerseys,2018/08/14,Lst_OTHER_MATERIALS,charcoal,47.46
Asia,Georgia,fish,2008/01/07,Lst_FABRICS,nylon,31.8
Americas,Antigua and Barbuda,Palm oil,2021/05/01,Lst_OTHER_MATERIALS,clay,34.59
Oceania,New Caledonia,Jerseys,2010/04/12,Lst_BUILDING_MATERIALS,sand,65.07
Oceania,Cook Islands,T-shirts,2002/07/01,Lst_FABRICS,wool,31.73
Oceania,Northern Mariana Islands,T-shirts,2008/10/03,Lst_OTHER_MATERIALS,asbestos,76.82
Americas,Antigua and Barbuda,pullovers ,2018/01/31,Lst_FABRICS,lace,41.27
Asia,Singapore,mercury,2004/07/17,Lst_BUILDING_MATERIALS,marble,41.47
Americas,Cayman Islands,Cocoa beans,2019/05/20,Lst_OTHER_MATERIALS,asbestos,83.09
Americas,Nicaragua,safflower,2014/06/02,Lst_OTHER_MATERIALS,rubber,85.73
Asia,Iraq,Sugar ,2000/03/28,Lst_BUILDING_MATERIALS,marble,48.47
Africa,Morocco,Jewelry,2016/06/17,Lst_BUILDING_MATERIALS,wood,47.03
Africa,Senegal,aluminium ,2016/05/24,Lst_OTHER_MATERIALS,petrol,76.22
Europe,Germany,safflower,2001/11/20,Lst_METALS,zinc,85.08
Asia,Iran (Islamic Republic of),Beans,2012/10/26,Lst_FABRICS,nylon,94.79
Asia,Pakistan,Gold,2006/05/23,Lst_FABRICS,FABRICS,79.54
Europe,Monaco,safflower,2012/10/14,Lst_OTHER_MATERIALS,soil,67.45
Africa,Madagascar,Antibiotics ,2009/06/06,Lst_OTHER_MATERIALS,charcoal,33.82
Americas,Antigua and Barbuda,Silver ,2010/04/11,Lst_METALS,tin,86.83
Africa,Ethiopia,Silver ,2013/01/01,Lst_METALS,helium,92.63
Americas,Antigua and Barbuda,mercury,2012/11/07,Lst_OTHER_MATERIALS,oil,55.67
Americas,Brazil,Corn,2020/05/03,Lst_OTHER_MATERIALS,water,92.3
Asia,Jordan,magnesium ,2017/09/06,Lst_METALS,aluminium,34.29
Americas,Chile,Cocoa beans,2019/12/23,Lst_OTHER_MATERIALS,dust,82.98
Asia,Macao,Cocoa beans,2017/06/20,Lst_METALS,silver,78.12
Africa,Zambia,Bananas,2001/12/12,Lst_METALS,nickel,79.2
Africa,Morocco,Antibiotics ,2001/08/04,Lst_OTHER_MATERIALS,charcoal,35.2
Americas,Bolivia (Plurinational State of),Gold,2003/07/04,Lst_METALS,steel,41.15
Oceania,Micronesia (Federated States of),safflower,2011/04/11,Lst_FABRICS,wool,98.62
Asia,Mongolia,Diamonds,2021/06/11,Lst_METALS,tin,84.15
Asia,Saudi Arabia,seeds,2010/01/25,Lst_OTHER_MATERIALS,fibreglass,44.32
Oceania,Vanuatu,seeds,2011/01/04,Lst_FABRICS,FABRICS,31.41
Europe,Malta,Bananas,2009/07/08,Lst_FABRICS,FABRICS,60.08
Asia,Afghanistan,magnesium ,2015/02/28,Lst_FABRICS,silk,62.46
Europe,Gibraltar,safflower,2005/01/08,Lst_BUILDING_MATERIALS,marble,83.39
Oceania,Solomon Islands,T-shirts,2012/08/11,Lst_OTHER_MATERIALS,gas,73.61
Africa,Niger,Coffee,2019/07/08,Lst_BUILDING_MATERIALS,metal,97.87
Americas,Martinique,safflower,2004/11/06,Lst_OTHER_MATERIALS,gas,60.47
Europe,Latvia,Bananas,2012/11/27,Lst_BUILDING_MATERIALS,glass,78.42
Asia,Macao,mercury,2016/12/23,Lst_METALS,carbon dioxide,65.54
Americas,Greenland,Rice,2019/01/13,Lst_FABRICS,cotton,36.02
Oceania,New Caledonia,Jewelry,2008/10/13,Lst_METALS,tin,62.37
Oceania,Northern Mariana Islands,Bananas,2008/09/24,Lst_FABRICS,leather,60.68
Oceania,Northern Mariana Islands,Antibiotics ,2003/10/11,Lst_BUILDING_MATERIALS,sand,81.96
Americas,Nicaragua,T-shirts,2011/11/29,Lst_METALS,aluminium,39.45
Oceania,Cook Islands,uranium,2000/10/21,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,46.13
Africa,Tunisia,Antibiotics ,2016/08/16,Lst_BUILDING_MATERIALS,cement,81.64
Europe,Faroe Islands,Diamonds,2004/01/27,Lst_FABRICS,FABRICS,61.78
Asia,Mongolia,Palm oil,2015/06/30,Lst_BUILDING_MATERIALS,slate,77.18
Asia,Myanmar,Sugar ,2008/08/14,Lst_BUILDING_MATERIALS,concrete,43.59
Americas,Nicaragua,uranium,2013/08/20,Lst_FABRICS,lace,87.37
Europe,Bulgaria,Chocolate,2001/03/10,Lst_OTHER_MATERIALS,chalk,48.44
Africa,Namibia,Gold,2006/09/03,Lst_METALS,hydrogen,51.74
Africa,Equatorial Guinea,Gold,2011/06/04,Lst_METALS,tin,41.85
Americas,Saint Kitts and Nevis,Jewelry,2006/10/24,Lst_FABRICS,linen,86.35
Africa,Somalia,Alcohol  ,2018/10/24,Lst_OTHER_MATERIALS,fibreglass,50.31
Europe,Estonia,Jewelry,2018/10/12,Lst_METALS,copper,78.49
Europe,Ã…land Islands,Palm oil,2015/08/22,Lst_METALS,METALS,43.76
Europe,Luxembourg,mercury,2019/09/25,Lst_METALS,lead,75.45
Africa,Seychelles,safflower,2004/09/09,Lst_BUILDING_MATERIALS,glass,54.33
Africa,Cameroon,seeds,2020/12/30,Lst_OTHER_MATERIALS,petrol,85.95
Americas,Saint Lucia,Caps,2015/04/07,Lst_OTHER_MATERIALS,petrol,49.04
Oceania,Wallis and Futuna,Diamonds,2003/06/03,Lst_FABRICS,silk,57.61
Africa,Sudan,Jerseys,2014/11/15,Lst_METALS,bronze,87.31
Africa,Cabo Verde,Bananas,2003/12/21,Lst_OTHER_MATERIALS,dust,75.3
Africa,Burkina Faso,Sugar ,2005/06/06,Lst_METALS,nitrogen,52.78
Africa,Malawi,safflower,2002/11/20,Lst_BUILDING_MATERIALS,cement,59.61
Europe,Monaco,mercury,2008/03/28,Lst_OTHER_MATERIALS,dust,36.12
Africa,Central African Republic,aluminium ,2012/11/30,Lst_METALS,GASES,33.45
Europe,United Kingdom of Great Britain and Northern Ireland,magnesium ,2011/05/11,Lst_FABRICS,cloth,34.96
Oceania,Cook Islands,Corn,2016/08/21,Lst_METALS,mercury,32.15
Oceania,Niue,Provitamins,2016/02/08,Lst_OTHER_MATERIALS,paraffin,91.06
Asia,Bahrain,Rice,2020/02/20,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,75.43
Oceania,Tuvalu,Provitamins,2016/09/14,Lst_FABRICS,leather,50.24
Americas,Greenland,T-shirts,2003/05/03,Lst_OTHER_MATERIALS,water,66.34
Oceania,Kiribati,bronze  ,2021/02/16,Lst_OTHER_MATERIALS,water,38.26
Europe,Germany,Alcohol  ,2003/04/03,Lst_FABRICS,leather,58.69
Africa,Zambia,Provitamins,2013/07/26,Lst_FABRICS,wool,71.52
Oceania,New Caledonia,Provitamins,2011/07/07,Lst_OTHER_MATERIALS,soil,40.46
Oceania,Nauru,Jewelry,2018/08/29,Lst_OTHER_MATERIALS,smoke,45.18
Europe,Ukraine,Jerseys,2008/10/01,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,59.71
Oceania,Niue,Chocolate,2019/09/30,Lst_OTHER_MATERIALS,paper,89.21
Americas,Guatemala,seeds,2009/07/25,Lst_OTHER_MATERIALS,gas,83.39
Oceania,Kiribati,bronze  ,2020/09/22,Lst_METALS,gold,49.67
Asia,Bangladesh,Jerseys,2013/02/23,Lst_OTHER_MATERIALS,charcoal,35.85
Europe,Sweden,Diamonds,2001/11/10,Lst_FABRICS,FABRICS,68.12
Asia,Kazakhstan,Corn,2015/11/25,Lst_OTHER_MATERIALS,paraffin,99.59
Africa,Lesotho,Silver ,2011/03/28,Lst_BUILDING_MATERIALS,slate,91.75
Asia,Singapore,Bananas,2019/12/16,Lst_BUILDING_MATERIALS,slate,79.36
Europe,Jersey,Meat,2017/04/16,Lst_FABRICS,cloth,90.81
Africa,Guinea-Bissau,Diamonds,2001/04/18,Lst_METALS,brass,35.33
Americas,Grenada,Rice,2017/02/04,Lst_METALS,METALS,96.91
Asia,Qatar,Jerseys,2011/04/27,Lst_OTHER_MATERIALS,asbestos,74.47
Americas,CuraÃ§ao,seeds,2011/03/06,Lst_OTHER_MATERIALS,OTHER MATERIALS,92.05
Europe,Montenegro,Alcohol  ,2017/07/21,Lst_METALS,gold,70.4
Asia,Kuwait,aluminium ,2002/03/21,Lst_FABRICS,cotton,42.49
Africa,Congo,Antibiotics ,2002/10/05,Lst_METALS,brass,91.97
Europe,Belarus,copper,2008/07/26,Lst_OTHER_MATERIALS,clay,85.07
Asia,Thailand,Rice,2015/01/04,Lst_METALS,oxygen,95.33
Africa,Nigeria,bronze  ,2004/08/18,Lst_BUILDING_MATERIALS,metal,86.05
Americas,Anguilla,T-shirts,2008/03/12,Lst_OTHER_MATERIALS,paper,32.99
Oceania,Niue,Gold,2004/09/08,Lst_FABRICS,cloth,66.78
Africa,Gambia,Silver ,2008/10/30,Lst_METALS,silver,97.64
Europe,Jersey,aluminium ,2001/09/26,Lst_METALS,mercury,52.15
Asia,Azerbaijan,Sugar ,2015/01/24,Lst_FABRICS,FABRICS,85.48
Africa,Djibouti,fish,2014/03/14,Lst_OTHER_MATERIALS,oil,41.91
Americas,Brazil,Beans,2016/08/02,Lst_OTHER_MATERIALS,dust,46.66
Americas,Colombia,aluminium ,2021/09/30,Lst_FABRICS,nylon,40.5
Americas,Canada,Antibiotics ,2001/01/13,Lst_FABRICS,FABRICS,34.04
Asia,Philippines,Jewelry,2017/04/16,Lst_OTHER_MATERIALS,water,86.89
Americas,Brazil,Provitamins,2009/01/16,Lst_FABRICS,nylon,94.4
Europe,Greece,bronze  ,2021/11/07,Lst_FABRICS,cloth,89.56
Africa,Niger,uranium,2009/03/21,Lst_BUILDING_MATERIALS,marble,36.08
Asia,Jordan,Beans,2004/10/07,Lst_METALS,bronze,40.54
Asia,Macao,Silver ,2004/12/23,Lst_BUILDING_MATERIALS,brick,63.18
Africa,Niger,Sugar ,2014/12/03,Lst_OTHER_MATERIALS,clay,83.23
Africa,Comoros,Bananas,2017/11/13,Lst_FABRICS,FABRICS,91.92
